,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 299.39062 1072.3177 ],,,,,,,,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 318.88272 1359.2346 ],,,[ 322.43826 1344.8889 ],[ 335.99573 1335.7393 ],[ 327.7023 1329.897 ],[ 324.2516 1328.2013],[ 322.6689 1332.027 ],[ 323.83008 1331.8628 ],[ 327.83334 1330.0079 ],[ 322.7293 1327.7894],[ 319.02615 1330.2354 ],[ 323.9073 1331.3179],[ 318.0821 1331.3657],[ 322.51874 1333.     ],[ 325.30344 1332.9794 ],[ 325.02054 1332.904  ],[ 322.0702 1345.1685],[ 323.91287 1345.4025 ],[ 324.37128 1345.3514 ],[ 323.82526 1350.8689 ],[ 343.5537 1351.7893],[ 345.6614 1348.3503]
792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 320.76724 1079.5603 ],,,,,,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 327.779  1368.2246],,,[ 328.55762 1356.9814 ],,,[ 329.37134 1340.5883 ],[ 325.27817 1344.7113 ],[ 326.03052 1344.7491 ],[ 329.77484 1341.8774 ],[ 324.89734 1341.7224 ],[ 320.40512 1343.8138 ],[ 325.58536 1345.4355 ],[ 320.1181 1345.4974],[ 319.6202 1343.9965],[ 324.88934 1345.3992 ],[ 321.29413 1343.7712 ],[ 332.51163 1362.221  ],[ 332.775  1363.8875],[ 333.59723 1357.5555 ],[ 336.39743 1367.5256 ],[ 332.1216 1365.8243],
794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[331.67032 239.75824],,,,,,,,,,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 358.6218 1398.1538],,,[ 356.4557 1381.5632],,,,,,,,,,,[ 352.4682 1367.6532],[ 355.35715 1368.6666 ],[ 354.66666 1369.0546 ],[ 352.2733 1368.4534],[ 351.16217 1372.1418 ],[ 351.26895 1370.062  ],[ 352.54285 1374.9642 ],[ 342.59183 1373.8096 ],[ 341.29434 1366.4491 ]
796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 368.09705 1264.0548 ],,,[ 369.13925 1251.4852 ],[ 377.19354 1231.7604 ],[ 365.52765 1225.4766 ],[ 365.71838 1230.3966 ],[ 366.12872 1230.4851 ],[ 368.379  1228.7397],[ 374.67123 1227.4657 ],[ 376.84137 1239.5034 ],[ 373.11765 1241.6274 ],[ 376.62354 1243.6412 ],[ 369.7447 1246.0691],[ 376.7701 1246.2241],[ 377.7866 1244.4208],[ 377.2195 1245.9878],[ 377.2857 1251.9254],[ 376.56363 1250.103  ],[ 379.17007 1251.7959 ],[ 381.9    1255.7134],[ 376.8693 1256.4379],[ 379.21277 1252.844  ]
797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 386.99292 1279.5815 ],,,,[ 393.18295 1303.7539 ],[ 380.8129 1299.4601],[ 387.5678 1307.9011],[ 391.32867 1304.8531 ],[ 394.51514 1305.197  ],[ 398.4161 1302.9261],[ 392.9507 1301.4014],[ 390.6424 1300.4768],[ 398.11038 1300.4286 ],[ 393.40817 1301.0748 ],[ 399.46478 1301.4084 ],[ 404.38028 1302.5422 ],[ 404.1605 1303.0309],[ 404.03012 1301.3916 ],[ 403.4049 1304.546 ],[ 404.50967 1303.1226 ],[ 406.23352 1305.6587 ],[ 402.325  1302.4437],[ 402.67294 1295.7043 ]
798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 399.29208 1279.5189 ],,,[ 391.64972 1270.5056 ],,,[ 392.27585 1251.023  ],[ 401.90936 1250.8853 ],[ 392.5183 1255.4712],[ 396.54117 1253.6824 ],[ 403.84384 1248.691  ],[ 399.18387 1248.3064 ],[ 396.20425 1259.75   ],[ 391.8371 1265.9095],[ 396.11627 1266.3489 ],[ 399.3465 1265.8422],[ 402.672 1267.4  ],[ 398.7438 1268.124 ],[ 392.42105 1266.6622 ],[ 393.9452 1266.1506],[ 395.62668 1270.76   ],[ 387.54285 1266.2476 ],[ 393.29477 1265.7201 ]
799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[404.18848 937.62305],,,[405.31473 932.01013],,,,,,,,,,,,,,,,,,[414.7143 936.6984],[409.5725 932.8397]
800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 407.52777 1341.2593 ],[ 389.4151 1334.7358],[ 388.79413 1335.5735 ],[ 389.38678 1351.1792 ],[ 379.4553 1341.9756],[ 369.04285 1335.7214 ],[ 375.35715 1345.5643 ],[ 371.39597 1346.0269 ],[ 373.86523 1344.6595 ],[ 376.96478 1342.9648 ],[ 369.2   1338.544],[ 367.10562 1340.0422 ],[ 374.6241 1337.8794],[ 368.43182 1337.4015 ],[ 374.14926 1336.6791 ],[ 376.75   1336.6072],[ 377.013  1336.2467],[ 375.66666 1335.7372 ],[ 374.78204 1337.641  ],[ 375.375  1335.9524],[ 378.01715 1340.5143 ],[ 395.5399 1335.1288],[ 398.6507 1330.2123]
801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[413.94925 947.0406 ],,,,,,,,,,,,,[426.24576 933.0339 ],,[430.22916 919.0486 ],[428.625   920.30554],[429.15555 922.4148 ],[427.25757 922.30304],[429.19168 922.39166],[426.4    923.2857],[419.68808 921.31195],[420.43518 916.30554]
802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 434.25   1288.6842],,[ 447.97546 1282.589  ],[ 433.54166 1275.757  ],,,,,,,,,,,,,,[ 449.81818 1282.0758 ],[ 448.02762 1282.243  ],[ 449.80112 1280.9282 ],[ 451.56097 1278.5427 ],[ 447.0655 1275.1488],[ 448.25467 1271.559  ]
803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[435.9375  955.17413],[438.20908 935.4636 ],[433.5563 942.5232],[438.83478 954.1565 ],,,[446.3446 946.2568],[441.0889  947.14075],[442.82516 949.63635],[447.0067 945.5235],[439.687 931.229],[439.74265 929.53674],[443.3037  928.76294],[450.9818  913.52124],[455.51633 912.634  ],[456.68182 912.9675 ],[456.36603 910.7451 ],[453.94156 908.9156 ],[453.40427 910.844  ],[454.43707 911.4238 ],[456.26544 917.2469 ],[449.67114 918.1275 ],[453.12418 913.3791 ]
804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[439.70078 969.22833],,,,,,,,,,,,,,,,,[434.2237 961.125 ],[435.66888 966.72186],[442.05264 973.6579 ],[442.41025 971.64105],[444.34436 977.78143],[431.81158 965.     ]
805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[448.4737 960.2281],,,[454.15384 950.7323 ],[458.8618 939.0081],,[452.41705 932.7399 ],[442.95456 936.00757],[443.50735 937.5956 ],[438.65625 935.8828 ],[442.15747 942.3228 ],[442.97638 939.5748 ],[444.82053 938.97437],[438.63065 937.15314],[436.85355 936.63635],[437.5493 941.1502],[439.39612 953.1104 ],[430.11642 939.2466 ],[428.89395 940.0379 ],[430.79544 939.3561 ],[425.6443 941.3087],[424.97888 930.3873 ],[418.47946 925.52057]
806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[450.68323 698.14905],,,,,,,,,,,[462.09552 703.81464],[462.6207 708.9885],[456.83334 709.1603 ],[462.32837 711.6194 ],[469.56488 712.4046 ],[469.74118 710.55884],[465.21918 713.9726 ],[466.84    715.26666],[467.8923 713.2077],[471.71338 713.9809 ],[467.75342 709.8014 ],
807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 451.11182 1308.1428 ],,,,,,,,,,,,,,,,[ 466.80167 1300.1405 ],[ 475.05313 1309.2416 ],[ 462.125  1322.4187],[ 458.74683 1322.7659 ],[ 459.04138 1326.5448 ],[ 454.86853 1332.0188 ],[ 445.13666 1344.1866 ]
808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[458.20587 690.77454],,,[457.2647  684.78674],,,[461.6751 680.3966],[469.5111  689.58887],[469.51614 694.9677 ],[478.13953 688.7558 ],,,,,,,,,,,,,[474.96274 690.4783 ]
809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 460.4964 1294.4388],,,[ 470.66217 1292.5586 ],[ 484.2944 1294.3756],[ 489.14633 1298.128  ],[ 495.63086 1308.3221 ],[ 493.78125 1310.25   ],[ 495.80234 1310.7849 ],[ 500.43503 1308.0847 ],[ 493.16385 1305.1299 ],[ 490.7935 1305.75  ],[ 494.53073 1306.9386 ],[ 500.74075 1315.3481 ],[ 504.5436 1316.2617],[ 507.52325 1316.5406 ],[ 518.1909 1304.3757],[ 516.79584 1302.8027 ],[ 505.32654 1317.1224 ],[ 507.1561 1315.9171],[ 510.78366 1322.6298 ],[ 522.4248 1310.1542],[ 525.4342 1305.2142]
810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[473.84506 872.90845],[462.6  882.05],[459.2973 886.7635],,[464.8421 880.7632],,,,,,[484.87878 887.48486],[481.29248 887.0514 ],[485.39682 886.8492 ],[479.51514 886.1212 ],[483.36    884.78546],[488.05203 884.05206],[487.36902 884.65314],[488.19852 885.6929 ],[487.9781 886.3431],[488.6292  885.88763],[491.3952 890.6323],[486.63004 889.2015 ],[489.58148 883.44073]
811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[475.73376 691.3442 ],,,[467.96317 679.92633],,,[477.69116 669.05145],[480.59732 672.02014],[473.2     666.72974],[479.25714 663.24286],[471.3042  658.17834],[470.83722 660.4744 ],[474.06384 663.4851 ],[468.75214 663.4188 ],[474.2857  662.36163],[476.79126 657.28644],[477.10965 657.4211 ],[474.98514 657.6089 ],[472.06396 656.93604],[468.88373 656.3837 ],[469.0645 657.7355],[461.89664 662.13965],[467.37714 655.1943 ]
812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[485.45834 667.38336],,,,,,,,[483.7752 670.4961],[488.88733 670.93665],[483.65927 667.7926 ],[481.87704 668.2787 ],[485.9514 670.4097],[481.27008 672.0219 ],[485.97333 672.2133 ],[487.87582 669.5621 ],[487.03357 669.89264],[485.27777 669.9514 ],[482.994  667.9759],[482.0658 665.9737],[484.76074 666.42334],[487.01538 654.28204],[481.03418 661.3077 ]
813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[499.2171    28.506578],,,[497.09872   17.969957],,,,,,,,[497.54385    4.763158],[503.92755    8.009662],[495.5702     9.236842],[503.7725    14.349206],[504.58096   12.923809],[500.13083   12.981308],[499.7595     8.383966],[492.81732   11.394231],[498.57266   18.264957],[503.1416   23.40708],[509.46667   18.533333],[511.4122    14.641221]
814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[501.5       38.211113],,,,,,,,,,,,,,,,,,,,,[500.4087    25.669565],[502.82883   21.639639]
815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 505.15634 1344.5016 ],,,[ 508.43332 1329.2134 ],,,,[ 510.48465 1313.8804 ],[ 512.678  1312.9802],[ 517.0366 1310.2366],[ 510.66217 1307.5325 ],[ 507.8347 1308.4254],[ 511.54593 1309.1938 ],[ 508.86487 1305.0912 ],[ 513.1741 1304.8635],[ 496.69272 1307.4948 ],[ 498.2492 1311.1526],[ 501.01205 1316.8855 ],[ 493.22842 1309.4924 ],[ 495.507  1307.9767],[ 499.     1311.7928],[ 506.61053 1322.7894 ],[ 510.07608 1316.1793 ]
816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[523.7986 692.7014],,,[517.23456 684.5473 ],,,,[520.6535 671.3596],[533.33905 663.97   ],[537.75   665.6656],[533.4271  668.41205],[531.4216 669.7647],[536.4365  667.05554],[529.31793 671.01025],[533.  677.5],[533.99316 676.47943],[537.3733 669.3502],[542.4726 655.3288],[541.9533  656.80664],[543.68085 656.1986 ],[546.2292  658.13196],[542.77716 655.7826 ],[545.4389  651.36664]
817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[523.5533 805.0254],,,[538.18976 802.51825],,,,[540.5448  785.35175],[543.05963 785.74835],[546.2708  784.06946],[540.0709 782.4894],[536.98486 784.44696],[543.3926 782.6667],[537.47516 782.12054],[540.927   784.54016],[545.5245 783.4126],[544.1761  785.07043],[540.43884 785.8993 ],[539.94366 787.6901 ],[541.8106 785.2727],[546.0687 786.084 ],[540.5455 787.1894],[545.30554 783.75   ]
818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 524.4506 1009.9526],,,,,,,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[532.0476 901.0476],,[523.0965 908.7807],,[533.33813 899.46375],[519.4976  891.79144],[527.2289 900.4179],[524.9548 903.7638],[527.91547 904.9906 ],[531.1198  903.79724],[545.35596 916.2542 ],[542.3201 920.0183],[544.8     920.36066],[538.759  921.7374],[550.08 913.36],,[548.6156  922.61847],[546.31494 923.616  ],[541.1376 903.7883],[550.6356 921.6822],[542.80646 904.4258 ],[553.5826 910.9304],[557.51184 903.77954]
820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 532.21704 1346.5194 ],,,[ 522.1697 1338.3818],,,,,,,,,,,,,,,,,,,
821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[532.74725 999.52747],,,[525.975  994.7406],[531.4502 977.3074],[521.38617 969.0772 ],[519.4837  967.11957],[516.73035 971.38763],[516.09827 973.185  ],[521.8405 970.7055],[516.3889 970.4321],[514.23773 971.1818 ],,[515.1385 975.8423],[514.8596 958.0947],[517.03784 964.2208 ],[514.5101 961.3081],[512.7698  965.51544],[515.     961.5053],[514.2286  972.61426],,[515.15674 975.2015 ],[519.1151  970.83453]
822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 533.46  1331.575],,[ 552.43475 1332.6211 ],[ 555.73267 1330.1089 ],[ 563.12244 1326.2858 ],[ 549.6954 1317.894 ],[ 555.9103 1328.109 ],[ 559.2099 1331.1234],[ 560.35297 1328.5621 ],[ 565.6957 1325.882 ],[ 562.1595 1323.503 ],[ 558.7962 1324.9873],[ 563.5    1322.9366],[ 558.5235 1324.1677],[ 564.92053 1324.2384 ],[ 569.4774 1323.4517],[ 570.25   1323.1929],[ 562.9437 1312.0312],[ 563.07513 1313.1792 ],[ 565.     1312.1925],[ 567.0278 1315.3959],[ 563.0533 1315.6627],[ 553.0315 1316.8976]
823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 541.85077 1403.1244 ],[ 535.55475 1400.5767 ],[ 530.1742 1395.5032],[ 526.328 1397.96 ],[ 540.52716 1397.093  ],,[ 534.08954 1392.4626 ],[ 532.03595 1396.5468 ],[ 532.61334 1393.1533 ],[ 536.5333 1389.5333],[ 530.72656 1386.5    ],[ 528.4386 1383.7106],[ 530.26086 1385.3826 ],[ 532.6042 1375.0486],[ 528.7704 1387.9111],,[ 535.7402 1386.4921],[ 535.571  1388.1389],[ 530.9067 1387.6222],[ 532.4732 1387.8661],[ 548.8837 1382.3348],[ 530.9726 1389.3196],[ 534.19366 1384.9144 ]
824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[538.71124 817.0282 ],,,,,,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[552.78107 997.21893],,,[551.68054 983.87964],[544.4701  965.81195],[536.1091 958.9545],[541.67194 961.253  ],[543.402  968.2647],[544.281   970.35535],[547.0678 968.5678],[553.47705 969.2064 ],[547.58453 968.89374],[549.93256 969.2619 ],[544.9006  971.67957],[565.7396  972.50885],[567.4511 972.6033],[565.3665  972.31415],[563.2957 974.9946],[563.7663 975.1739],[565.05817 974.7965 ],[561.269   979.63794],[579.33105 980.4459 ],[581.8333  975.71155]
826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[572.336 773.432],[572.0439 783.7273],[570.7009 786.2568],[572.5909 793.7727],,,,,[582.55035 792.54364],[589.8306 789.1613],[598.4022 777.9609],[609.2171 772.3421],[610.6063  779.46985],[605.3849 778.898 ],[612.53015 778.1429 ],[620.1478 777.827 ],[615.     783.7273],,,,[623.7917 764.1012],[620.0732 764.0305],[622.8896 759.0368]
827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[574.6092  784.49426],[583.6574 779.3241],[582.8629 781.1371],[578.8242  771.91516],[583.79047 778.3079 ],[577.4915 778.1356],[579.9951 775.6602],[580.60175 781.7273 ],[581.60223 779.76794],[587.064 776.399],[584.5816  776.60205],[597.7968 778.5455],[583.7143 770.5829],[580.853  773.1792],[593.0214 776.7714],[594.74554 770.914  ],[590.20123 768.2439 ],[590.1071 766.381 ],[586.33075 770.323  ],[578.2    774.5273],[581.5739  776.07825],[575.8521  776.71124],[586.3264  766.69446]
828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 579.18475 1390.0707 ],,[ 590.78455 1387.0442 ],[ 587.56366 1400.5697 ],,[ 589.5135 1401.1027],,,,,,[ 590.9859 1401.8591],,,[ 599.25   1405.7885],[ 606.57983 1404.1428 ],[ 607.1902 1403.8834],[ 605.9514 1404.5555],[ 603.37933 1405.1494 ],[ 605.6359 1402.3898],[ 608.0303 1403.4622],[ 599.01697 1405.322  ],[ 608.5108 1403.964 ]
829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[582.942   867.96375],,,,[560.7031 866.8802],[551.16473 855.0529 ],[560.3652 864.882 ],[560.6667  870.54236],[563.3261 870.5489],[567.86707 870.26587],[566.33887 867.67224],[566.491   869.19763],[568.1646  869.89636],[562.34784 869.55975],[568.7747  868.87915],[574.1623 868.7016],[574.8629  868.41626],[572.45715 868.8571 ],[572.5442  869.33954],[576.0628  870.55554],[577.90186 874.6215 ],[572.6778 873.1889],[577.58044 866.2184 ]
830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[586.042   855.22687],,,[586.5887 849.8468],,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[586.5463 656.5648],,,,[590.2558  656.51166],[591.14404 659.178  ],[588.44666 658.82   ],[587.7103 659.9586],[590.05426 660.3178 ],[593.8919  658.57434],[587.1871  657.84174],[585.88  656.424],[596.5246 667.9754],[593.62714 666.5763 ],[597.7931  666.68274],[604.2531 665.4383],[605.06964 665.7595 ],[603.14813 664.86664],[618.5455 669.1515],[619.1023 671.4773],[616.5826 670.3991],[615.2216 669.8919],[618.28015 666.931  ]
832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[592.58746 985.33185],,,[591.81976 990.01746],[589.80664 983.74   ],[580.69403 975.7687 ],[587.44617 982.4769 ],[585.9392 984.6554],[589.2    983.1742],[590.70966 982.3097 ],[586.3026 979.6382],[584.     979.9286],[588.5197 974.6416],[585.9375 977.8068],[591.5083  973.47516],[595.2747 971.4231],[595.873  971.5026],[592.6685 971.7865],[593.28815 971.7627 ],[595.15216 971.45654],[595.71204 976.84296],[609.1328 964.4922],[595.8173 968.3702]
833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 594.98114 1180.0094 ],,,,[ 581.14087 1182.3849 ],[ 584.73883 1190.6815 ],[ 579.391 1182.921],[ 579.2339 1191.2178],[ 586.3986 1192.6959],[ 601.9184 1197.5782],[ 593.92426 1193.7576 ],[ 605.3692 1191.7693],[ 605.7545 1195.5992],[ 606.3298 1211.5319],[ 611.0541 1212.6594],[ 613.84357 1211.7487 ],[ 615.88525 1210.8961 ],[ 610.9219 1210.4896],[ 609.8601 1211.6115],[ 608.7959 1211.5613],[ 614.21136 1215.1907 ],[ 608.50275 1213.0608 ],[ 610.45056 1209.6428 ]
834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[595.38324 666.8383 ],[585.58154 661.922  ],,[596.2119  663.27814],[596.42 665.42],[590.6187 669.1295],[601.1579 670.0752],[599.3409  671.69696],[598.4836  670.16394],[600.10333 672.5372 ],[607.6517 672.8427],[607.2222 672.2222],[611.8681  674.53845],[607.7757  675.57947],[611.81903 676.4857 ],[616.8033 675.2951],[626.34375 673.2344 ],[629.1279 673.3837],[641.25  668.625],[645.0161 671.8629],[648.528 672.112],[646.98126 668.175  ],[647.309  665.5903]
835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[599.29285 773.47144],,[607.957  774.6774],[614.35266 772.2464 ],[619.97974 755.3446 ],[609.4557  748.66455],,,,,[617.      737.27856],[614.     737.5463],[617.58417 738.9505 ],[619.4527  722.76953],[624.4839 723.3441],[628.0787 722.1199],[627.952   722.73804],[624.6667 722.6592],[626.6395  723.94183],[628.1905 723.0238],[632.52246 725.1347 ],[628.94025 723.83264],[610.8375 732.3958]
836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 601.93335 1371.7067 ],,,[ 590.4731 1367.7545],[ 587.23114 1357.3113 ],[ 586.023  1343.0344],[ 588.493  1354.9343],[ 590.03314 1353.558  ],[ 592.89716 1353.6115 ],[ 598.0966 1349.8921],[ 593.129  1347.4247],[ 583.4224 1358.0776],[ 586.4861 1358.125 ],[ 593.40356 1348.4933 ],[ 586.369 1357.244],[ 589.4932 1354.0045],[ 597.6403 1349.2529],[ 589.02997 1332.8263 ],[ 590.62146 1335.2485 ],[ 590.92   1336.4229],[ 595.0893 1340.4404],[ 591.44574 1338.4114 ],[ 589.67444 1334.     ]
837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[612.6842 801.9474],,,[611.37244 790.3674 ],,,,[612.64465 773.94415],[612.6197 774.8169],[615.8598 771.0561],[625.1316 760.3271],[628.2815  760.44446],[632.7295 762.9672],[628.4844  761.84375],[633.1528 760.0417],[638.30255 760.1177 ],[623.13257 762.1768 ],[620.02313 761.25433],[621.0964 763.4699],[623.5397 768.5936],[631.7431  756.34863],[626.06555 755.0246 ],[629.3611 751.5741]
838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 619.5575 1297.3907],,,[ 615.7883 1291.3285],,,[ 618.95264 1280.645  ],[ 623.3212 1283.2667],[ 632.9659 1293.6477],,,,[ 639.5603 1285.1241],[ 631.8145 1290.871 ],[ 633.7979 1287.9722],[ 640.4138 1289.272 ],[ 647.02313 1291.9421 ],[ 638.5172 1296.3907],[ 647.54095 1298.53   ],[ 646.20355 1297.8628 ],[ 645.0092 1298.0784],[ 637.6554 1295.9774],[ 639.6299 1289.513 ]
839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 613.7752 1384.0046],,,[ 614.7356 1373.601 ],,,[ 620.4207 1359.9518],[ 622.0141 1363.8733],[ 622.7943 1361.922 ],[ 624.8929 1360.2715],[ 619.92566 1357.2905 ],[ 618.0677 1357.2932],[ 622.0197 1359.2632],[ 623.0493 1359.014 ],[ 629.7518 1359.9078],[ 633.15717 1358.9071 ],[ 627.24243 1359.2197 ],[ 625.8047 1359.6484],[ 631.8125 1360.2969],[ 636.41174 1359.625  ],[ 636.53674 1361.7794 ],,
840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 626.9542 1117.0382],,,,,,,,,,,,,,,,,[ 642.3925 1114.3085],[ 641.47156 1117.878  ],[ 639.3033 1118.3197],[ 641.11865 1118.805  ],[ 635.94574 1117.2559 ],[ 638.3884 1111.9835]
