,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
11,,[  56.553265 1232.7834  ],,,,[  37.390163 1237.8295  ],,,,,,,,,,,,,,,,,,,,,,,,,,,,[  26.333334 1240.776   ],,,,,[  25.714788 1230.9753  ],[  21.881481 1226.1519  ],,,,,,,,,,,,,,,,,,,,,,,,[  32.778946 1199.6737  ],[  35.225  1201.8179],[  38.00794 1198.0397 ],[  31.140078 1203.0856  ],[  55.030045 1204.1373  ],[  50.627083 1211.7125  ],[  42.524017 1215.1179  ],[  57.357143 1213.2332  ],[  52.501907 1218.3683  ],[  41.883816 1203.5436  ],[  36.180557 1191.9814  ],[  33.655174 1173.2413  ],[  50.23016 1166.9603 ],[  51.672  1161.3334],[  55.554142 1161.4268  ],,[  56.150944 1158.1761  ],[  61.844826 1154.8276  ],[  53.434284 1147.9257  ],[  47.54187 1143.4138 ],[  50.162544 1141.106   ],[  43.177883 1136.7019  ],[  42.095238 1138.2169  ],[  37.70052 1136.3125 ],[  42.30612 1140.1683 ],[  47.68342 1138.3568 ],[  65.91542 1137.7562 ],[  60.575756 1135.5253  ],[  81.60526 1128.9298 ]
12,,[342.46487 183.6865 ],,,,[323.84445 197.55112],,[301.62344 195.01852],[308.01157 203.10983],[303.1265  203.31927],[306.2957  211.60753],[309.3021  200.72917],[296.90186 195.84113],[300.94214 199.3967 ],[296.27625 196.43646],[299.4798  205.95454],[305.4601  220.21472],[321.94974 240.10553],[325.8611  222.74445],[326.59692 201.77551],[311.84732 202.49237],[307.70334 203.02393],,[325.88333 202.20555],[325.2242  208.43498],[322.772 210.7  ],[311.00797 208.18327],[313.125   218.35268],[302.65927 210.47037],[306.25464 221.09723],[318.81982 217.03604],[301.92236 208.69406],[309.85654 207.3174 ],[304.54974 239.2199 ],[305.15076 211.50252],[309.32925 214.10365],[308.1218 208.    ],[303.04855 219.66019],[319.73965 247.52893],[306.67206 237.17004],[318.87662 221.38962],[308.6653 221.3508],[292.76666 214.35417],[310.043   208.07527],[320.19263 201.2377 ],,[305.11627 208.38954],,,,[295.96155 194.45192],[301.57367 196.94211],[297.50717 200.9378 ],[295.68777 201.16742],[292.0226  201.00905],[293.96793 204.4599 ],,[306.86264 211.45604],,[299.19598 203.59297],,,,,,,,,,,,,,,[309.63693 193.9809 ],,[314.49698 204.16364],,[314.5579  206.96841],,,[312.07407 206.11574],,[304.63034 207.59715],[309.3618  208.49594],[308.33914 205.05217],[310.5063  212.09624],[310.19876 206.3292 ],[304.55862 206.04138],,,[302.59125 204.927  ]
13,,[404.      714.83075],,,,,,,,,[391.43637 713.7727 ],[396.6767 709.782 ],[393.03592 709.77246],[399.72223 713.1528 ],[398.89923 718.6512 ],[393.29926 715.73724],[382.18954 717.902  ],[385.2925 728.1769],,,,,,,,,,,,,,,,[369.10675 739.97754],,,,,[381.9449 725.1575],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[374.8481 737.5949],,,[374.01324 722.1921 ],,,,,,,,,,,,,,,,,,,
14,,[775.1802 323.9189],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[764.50793 318.5635 ],[754.121   311.23386],[760.728 320.32 ],[760.4 322.2],[762.1544  321.56616],[764.5643 319.1857],[760.      318.27008],[756.36053 318.91837],[760.43884 319.71222],[753.9185 319.6148],[758.7029  319.22464],[762.5441  318.33823],[761.9774  319.30826],[761.06714 319.40298],[760.6917  320.62405],[761.413  319.9203],[763.1338 322.5   ],[758.6739 321.9203],[761.1223  316.15826]
15,,[ 999.9653 1215.366 ],,,[ 983.81903 1206.0776 ],,,,,,,,,,,,,,[ 995.3264 1199.1554],,[ 988.85614 1203.0068 ],[ 982.7579 1194.9298],,[ 992.75256 1197.539  ],[ 995.25323 1200.2742 ],[ 992.23804 1195.4707 ],[ 995.193  1194.1915],[ 996.2068 1206.6277],[ 986.33685 1196.7816 ],[ 974.92365 1199.5258 ],[ 982.005  1200.1112],,,[ 988.7439 1219.4302],,[ 983.52637 1202.2766 ],[ 973.87335 1197.7172 ],[ 963.87714 1215.8073 ],[ 984.30585 1221.9927 ],[ 986.4651 1217.1628],,,,,,,,,,[ 989.5207 1201.1538],,,,,,,[ 982.0678 1199.0103],[ 980.3569 1200.8334],,,,,,,,,[ 981.82184 1201.1466 ],,,,,,,[ 982.33813 1203.2979 ],[ 974.8853 1187.2472],[ 980.8228 1195.4364],[ 982.807  1196.2372],[ 982.5822 1198.2694],[ 985.48096 1196.585  ],[ 983.2659 1192.2423],[ 977.35944 1196.25   ],[ 981.24036 1196.9073 ],[ 984.0162 1178.2686],,,,,,,,,
16,,,[  16.621891 1206.5671  ],[  17.440475 1206.137   ],[  20.948572 1202.08    ],[  23.588236 1173.3856  ],[  17.516556 1193.7152  ],[  20.008928 1200.5491  ],[  22.479507 1197.1189  ],[  18.755102 1200.9714  ],[  21.363426 1211.243   ],[  33.4269 1217.8479],[  27.721893 1214.3136  ],[  25.468208 1209.3237  ],[  19.346153 1214.1282  ],[  19.526012 1213.3931  ],[   9.469136 1219.2346  ],[  11.025532 1224.0426  ],[  20.304348 1209.0497  ],[  19.758621 1203.6583  ],[  10.179878 1207.936   ],[  13.830029 1205.4419  ],[  13.513889 1217.5     ],[  13.322314 1210.4338  ],[  11.234146 1204.4     ],[  16.253061 1207.004   ],[  20.61186 1205.8463 ],[  25.204597 1218.3907  ],[  13.061069 1218.6412  ],,[  19.207407 1219.2296  ],,,[  25.120567 1224.5248  ],,[  24.333334 1214.986   ],[  23.41453 1203.7136 ],[  19.738516 1213.053   ],[  27.472973 1217.0879  ],[  23.06015 1213.     ],,[  21.206226 1208.9767  ],[  14.830986 1194.1831  ],[  10.590362 1199.2289  ],[  11.176471 1192.2781  ],[  22.973684 1193.2894  ],[  19.23664 1188.8855 ],[  32.15574 1188.0819 ],,,,,,,,,,[  29.971752 1188.3334  ],[  38.67  1183.185],[  45.84667 1170.18   ],[  37.616665 1180.5278  ],[  35.142857 1166.6     ],[  36.243523 1185.8083  ],[  48.768116 1167.1305  ],[  50.159664 1168.042   ],[  52.729507 1164.8606  ],[  48.921738 1171.7043  ],[  57.63687 1172.4861 ],[  76.52318 1175.914  ],[  92.86239 1186.1973 ],[  76.469795 1186.0873  ],[  72.28994 1188.7219 ],[  60.234783 1176.0261  ],[  63.9375 1176.2329],[  69.789215 1176.6078  ],[  76.04739 1183.9716 ],[  76.75862 1186.7783 ],[  77.73632 1184.7313 ],[  81.04147 1181.129  ],[  75.91855 1178.2986 ],[  72.93636 1178.8363 ],[  87.63354 1169.1615 ],[  82.01911 1166.9491 ],[  86.21506 1167.1183 ],[  90.465515 1164.8735  ],[  80.66008 1173.9249 ],[  78.976746 1175.69    ],[  78.849594 1174.7886  ],[  80.05785 1172.1364 ],[  82.87815 1174.7059 ],[  77.431114 1171.8267  ],[  80.761314 1167.214   ]
17,,,[  20.07767 1232.3301 ],,,,,,,,,,,,,,,[  16.148352 1236.6483  ],,,,,,,,,,,,,,,,[  12.277227 1238.3911  ],,,,,[  11.785311 1226.5084  ],[   8.475936 1220.5615  ],,,[  14.89899 1207.6802 ],[  24.807407 1203.9222  ],[  26.297945 1196.3972  ],[  26.132912 1205.9841  ],[  19.78899 1202.0856 ],[  35.39527 1200.7196 ],[  29.7651 1199.7853],[  31.238094 1200.927   ],[  31.56211 1197.8198 ],[  36.63782 1198.1346 ],[  31.25329 1201.875  ],[  30.411764 1197.6124  ],[  26.747509 1200.897   ],[  25.690851 1198.8297  ],[  33.70476 1202.5111 ],[  34.324562 1204.924   ],[  40.67647 1200.6617 ],[  32.216496 1182.83    ],[  29.554167 1158.7208  ],[  39.92361 1156.9375 ],[  27.748663 1165.0375  ],[  32.88889 1165.2609 ],[  38.525253 1165.9799  ],[  40.747368 1162.1473  ],[  45.79208 1162.0396 ],,[  36.559242 1168.3175  ],[  45.642857 1184.4476  ],[  60.615818 1175.8362  ],[  44.546154 1168.7307  ],,,[  44.416668 1158.7273  ],,,[  45.852272 1150.5739  ],[  51.890907 1147.6243  ],[  46.251102 1146.2202  ],[  47.825073 1152.2362  ],[  30.428572 1142.6089  ],[  22.95   1147.8286],[  29.292818 1146.9668  ],[  30.769663 1148.0281  ],[  29.133802 1149.4436  ],[  19.757225 1163.0463  ],[  18.905556 1165.2667  ],[  21.276836 1166.3955  ],[  30.155556 1154.4944  ],[  26.19553 1155.2179 ],[  26.575418 1150.8324  ]
18,,,[310.21762 178.05699],[305.85773 182.04471],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,[375.25925 711.3025 ],[374.61078 723.2695 ],[379.65143 717.5486 ],[390.69092 738.47876],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[392.05   724.2167],[387.32318 725.439  ],[403.2748 735.1985],[394.14816 738.7778 ],[394.9013 737.9539],[385.81412 733.3461 ],[376.58334 727.4583 ],[381.20068 728.0374 ],[381.30283 725.7782 ],[379.25455 726.81366],[373.12448 723.5394 ],[385.95834 723.8611 ],[383.54306 728.02246],[388.7112 724.306 ],[383.17813 720.8907 ],[388.9486  718.22925],[392.15384 719.16345],[381.2553  714.90424],[382.9189 717.5135],[384.40436 714.31146],[383.1156  709.95374],[371.2886  716.58386],[374.7013 715.0585],[371.16083 708.9161 ],,[376.14014 706.38855],[373.42856 708.53064],,[384.43707 700.96686],[375.18494 694.03424],[382.3611  699.94446],[378.07895 705.4737 ],[378.4762 707.0748],[384.7075  703.56464],[379.6419 706.8919],[375.63635 706.4965 ],[381.15033 709.86273],[372.20407 710.9796 ],[378.8978 707.927 ],[383.82013 705.8993 ],[387.0927  704.39075],[387.59332 703.30664],[386.20978 705.021  ],[389.6216 704.4932],[393.91837 706.32654],[387.03622 704.4203 ],[386.19565 702.442  ]
20,,,[ 479.36804 1220.5903 ],[ 479.78107 1223.8994 ],[ 485.93716 1223.0157 ],[ 479.69333 1206.7333 ],[ 479.22702 1222.919  ],[ 477.7612 1224.408 ],[ 476.68655 1220.1891 ],[ 475.95428 1224.7886 ],[ 475.19138 1230.6364 ],[ 483.2564 1223.0299],[ 477.20587 1222.3907 ],[ 476.9634 1221.6748],[ 475.0734 1226.2844],[ 479.5907 1224.7163],[ 475.65   1235.6208],[ 478.46774 1254.6451 ],[ 482.80893 1229.7399 ],[ 487.7077 1229.0154],[ 474.19846 1229.0468 ],[ 483.03534 1222.8551 ],[ 477.70282 1237.9478 ],[ 482.39777 1226.3234 ],[ 487.90424 1228.6564 ],[ 489.08566 1222.4468 ],[ 487.04034 1226.4978 ],[ 489.35242 1237.0573 ],[ 482.02316 1225.1945 ],[ 478.9676 1233.0648],[ 492.27042 1231.8928 ],[ 495.8708 1233.0505],[ 501.84906 1230.533  ],[ 504.17474 1252.1554 ],[ 512.13385 1233.6299 ],[ 518.5275 1235.1926],[ 517.84894 1239.5396 ],[ 518.19855 1245.2794 ],[ 528.0465 1254.3024],[ 522.1242 1255.2615],[ 531.125  1244.9078],[ 525.7577 1251.0785],[ 515.0237 1231.3846],[ 525.625  1229.9342],[ 527.5706 1221.7941],[ 523.29816 1219.1055 ],[ 517.6197 1234.5282],[ 524.95776 1224.3873 ],[ 517.3712 1227.2122],[ 519.45984 1228.219  ],[ 518.02203 1227.6912 ],[ 523.5655 1231.5034],[ 516.6288 1235.7954],[ 516.0311 1236.2356],[ 511.62698 1240.3572 ],[ 510.16763 1242.3757 ],[ 516.75977 1242.039  ],[ 528.852  1242.7264],[ 536.67816 1239.2413 ],[ 528.44   1239.1371],[ 537.3018 1236.1036],[ 546.8129 1222.482 ],[ 537.8912 1218.3062],[ 539.5643 1220.8429],[ 542.404 1217.632],[ 538.15753 1213.4795 ],[ 543.1631 1215.03  ],[ 544.2895 1211.4824],[ 526.54816 1213.9778 ],[ 517.39496 1219.0588 ],[ 522.756 1224.132],[ 529.9927 1212.6838],[ 529.65955 1228.8582 ],[ 527.97906 1219.3682 ],[ 516.1179 1211.9825],[ 524.41595 1220.9202 ],[ 524.7598 1225.0098],[ 522.58594 1225.2188 ],,[ 525.7888 1221.013 ],[ 533.0137 1201.5222],[ 536.9109 1209.6633],,,[ 539.7568 1205.4235],[ 537.37006 1206.3779 ],[ 539.8759 1193.2092],[ 538.64044 1189.9363 ],[ 539.196  1187.3455],[ 542.3288 1188.7255],[ 537.1905 1186.1123],[ 538.8114 1182.7081]
21,,,[ 492.78333 1358.4166 ],[ 491.19827 1359.25   ],[ 495.72186 1360.5364 ],,[ 486.51376 1356.9358 ],[ 486.95786 1359.     ],[ 487.30267 1356.4866 ],[ 486.13727 1362.4    ],[ 487.57962 1365.7516 ],[ 492.76968 1358.1576 ],[ 485.4888 1356.4081],[ 485.43924 1354.6074 ],[ 480.7004 1362.1984],[ 482.9701 1361.0085],[ 482.19028 1368.7478 ],[ 488.31726 1391.3213 ],[ 491.0099 1366.0594],[ 496.5035 1366.958 ],[ 488.5491 1371.9688],[ 496.28427 1371.5583 ],[ 491.2617 1381.8878],[ 492.66284 1373.2184 ],[ 493.26172 1382.0352 ],[ 490.79364 1385.6222 ],[ 494.64407 1382.6497 ],[ 499.44937 1391.7911 ],[ 494.012 1387.18 ],[ 491.6044 1391.4286],[ 501.85437 1387.4175 ],[ 490.01886 1387.0944 ],[ 497.     1387.7872],[ 482.1905 1387.8615],[ 488.538  1397.5897],[ 513.2037 1393.7778],[ 509.70673 1394.3462 ],[ 507.2299 1399.2587],,[ 507.7    1402.3833],[ 524.7771 1401.4713],[ 516.9107 1404.9464],[ 504.95764 1401.9576 ],[ 521.1184 1402.0724],[ 514.7969 1396.4531],[ 512.1584 1405.3466],[ 506.97192 1403.8427 ],[ 516.69934 1404.3856 ],,[ 504.5696 1405.4304],[ 504.11346 1403.5319 ],[ 508.75555 1403.9703 ],,,[ 511.   1405.75],[ 512.44116 1404.1569 ],,,,,,,,,,,,[ 529.2192 1404.9315],[ 524.6382 1403.204 ],[ 521.0364 1403.1182],[ 529.6643 1392.6643],[ 531.2857 1404.4805],[ 543.4186 1405.4419],,[ 556.0933 1404.44  ],,,,,,,,,,,,,,,[ 550.91595 1395.6471 ],[ 545.5874 1384.0243],[ 550.51984 1378.8193 ]
22,,,[510.27957 730.1344 ],[513.99457 733.08105],[521.8011 728.785 ],,[512.4032 746.5914],[514.2111 749.3   ],[515.78235 747.55884],[516.86334 752.58386],[514.6071 759.0714],[531.3485 758.3106],[529.1545  759.04065],[527.4754 759.1475],[523.13336 765.5933 ],,[522.6515 770.6439],[527.9426 786.2459],,,,,,,,,,,[526.2787 767.9891],[525.4734 773.3728],[540.25714 767.56573],[527.4012  768.31976],[534.35486 766.371  ],[533.7755 773.25  ],[528.34375 770.59894],[526.9423 772.5615],[524.23846 757.7    ],[534.60333 763.6116 ],,[539.5952  773.11426],[544.86273 771.6863 ],[538.57446 759.0255 ],[535.09924 745.12976],[540.7899 743.4286],[540.0373 735.7239],[539.57574 745.86365],[540.7676 734.8732],[542.256  726.8155],[549.1477 722.0795],[536.4903  725.98065],[535.92615 724.85236],[542.2785 725.7975],[535.03815 734.5777 ],[551.0904 729.4124],[546.19916 724.64404],[544.9022  723.13336],,,[554.76117 721.05225],[553.1978 720.5934],[560.754   716.86633],[564.9184 718.7602],[557.41815 718.7212 ],[560.21704 697.17053],[554.26666 696.04443],[553.5231 691.6385],[553.02563 688.35254],[559.64935 686.1299 ],[570.9605 697.3026],[584.76025 693.83563],[597.0198  708.54456],[584.3206 696.9389],[587.03253 692.3577 ],[597.13336 688.61664],[587.11005 699.6507 ],[590.3288 695.6233],[590.0493 698.3169],[591.55945 695.13983],[582.38385 693.4141 ],[577.56854 691.8223 ],[574.8883 693.6223],[592.31323 692.72894],[590.6507 692.0822],[596.43616 708.70746],[600.78076 707.10693],[600.3094 707.5912],[597.51764 709.28235],[598.2977 708.6629],[599.85394 709.0281 ],[601.27325 712.51746],[597.6845 711.375 ],[602.14795 707.21893]
23,,,[544.4474 637.7895],[542.96185 643.47327],[545.21643 640.5373 ],,[542.43475 639.3116 ],[543.1772 645.    ],[547.95703 640.53986],[551.7987 644.4091],[548.9933 651.9396],[556.0764 643.9172],[552.54596 642.8333 ],[548.21893 642.0355 ],[546.90625 644.0417 ],[549.01227 643.1534 ],[545.8788 649.703 ],[549.0326 667.2663],,[537.2057 667.9429],[539.7245  651.63776],[536.4551  667.41315],[536.02905 662.1453 ],[532.07605 668.1579 ],[537.4703  658.00543],[535.9086 655.5968],[536.96906 656.2629 ],[526.24854 646.26013],[517.2934  631.67065],[515.22296 637.2095 ],[527.7195 632.0549],[521.4375 632.425 ],[521.79266 625.7683 ],,[510.5498 641.1439],[511.49295 644.95776],[510.4854 639.6204],[510.8941  645.98236],[515.30646 656.88306],[512.3493 662.3219],[514.31036 639.4612 ],[502.73148 633.30554],,,[505.46875 625.9792 ],,[504.8993  631.43164],[517.15717 631.3071 ],[507.70993 631.30536],,[520.3016 622.4127],[524.43677 622.8506 ],,,,[518.61536 623.9231 ],,,[514.7593 626.0833],[506.51968 626.1102 ],[513.48834 619.2248 ],,[504.58823 605.07355],[505.11765 604.4958 ],[501.81747 603.31744],[500.91714 597.8402 ],[496.0811  590.27026],[499.3909 590.8909],[493.4    597.3593],,[498.66327 591.20917],[496.33112 596.07947],[502.5862  602.73566],[501.46295 598.2296 ],[486.47742 595.5097 ],[496.51352 592.00903],[493.9914  595.59485],[495.80157 604.31744],,[492.40488 597.9756 ],[494.65878 599.35547],[498.5566 598.4104],[491.80194 596.58453],[496.66342 594.1805 ],[499.3807  596.28937],[499.277   597.03284],[495.63416 597.79266],[494.31845 600.34076],[496.0284  600.67615],[498.27527 602.9551 ],[494.29013 602.7407 ],[496.4788 598.7273]
24,,,[ 658.6816 1164.0391],[ 667.25   1169.5333],[ 671.88043 1167.8207 ],,[ 666.8883 1165.9137],[ 673.0282 1170.2065],[ 672.4361 1169.8678],[ 669.7257 1175.0084],[ 668.0563 1180.9697],[ 672.76   1171.8356],[ 664.4807 1164.7124],[ 666.63477 1160.1652 ],[ 663.276 1165.196],[ 664.5223 1162.0203],[ 660.45123 1169.3414 ],,[ 672.1711 1157.4563],[ 673.81274 1159.7131 ],[ 661.9482 1162.2709],[ 668.7638 1157.7166],[ 664.2817 1164.8944],[ 667.44855 1153.8529 ],[ 672.587  1152.6848],[ 687.284  1157.2426],,[ 692.9704 1168.8815],[ 683.48553 1153.0508 ],[ 683.3461 1155.4423],[ 698.2397 1151.5243],[ 689.63696 1155.5159 ],[ 698.02716 1147.093  ],[ 694.4496 1176.4958],[ 702.14795 1159.3928 ],[ 703.3463 1165.3074],[ 701.6651 1160.8278],[ 702.39594 1163.6752 ],[ 701.40936 1177.0878 ],[ 698.56915 1170.7128 ],,[ 699.8427 1154.1854],[ 705.1306 1143.9865],[ 690.30066 1139.2876 ],,,[ 682.59015 1145.06   ],[ 671.1123 1156.593 ],[ 662.7586 1157.9885],[ 663.0448 1161.7985],[ 663.0682 1160.3636],[ 670.8268 1159.6693],[ 669.375  1147.3583],[ 667.2537 1156.8135],[ 663.82306 1155.1461 ],[ 663.1732 1152.315 ],[ 671.5    1152.3387],[ 670.36 1152.92],[ 677.6637 1149.8319],[ 670.82117 1146.5447 ],[ 677.1342 1140.7719],[ 682.07355 1145.4706 ],[ 674.7554 1146.367 ],[ 675.2692 1136.0824],[ 669.69794 1134.1875 ],[ 668.5128 1148.0769],[ 673.6525 1153.6356],[ 681.7951 1150.959 ],[ 677.3387 1149.1049],[ 670.8913 1135.0725],[ 674.98755 1134.0249 ],[ 672.69885 1122.6818 ],[ 672.5663 1120.8313],[ 678.82166 1132.2866 ],[ 666.7006 1124.0764],[ 671.1572 1133.0503],[ 670.6667 1120.6802],[ 670.1174 1119.1392],[ 671.9813 1116.4767],[ 681.2324 1127.7946],[ 698.2276 1135.0828],,[ 694.3432 1147.0059],[ 690.42194 1139.1898 ],[ 694.79755 1138.1074 ],[ 704.0402 1147.684 ],[ 691.0645 1139.1864],[ 691.63763 1140.7805 ],[ 688.6598 1125.1598],[ 691.7031 1129.349 ],[ 690.7482 1142.3881],[ 693.0996 1137.1342]
25,,,[ 707.9286 1142.1224],[ 707.99054 1145.033  ],[ 713.2323 1143.1262],,[ 708.56586 1140.5707 ],[ 709.35095 1145.8125 ],[ 710.77405 1142.3702 ],[ 711.2463 1143.0985],[ 712.9773 1148.6045],[ 720.87946 1142.7634 ],[ 716.056  1139.9741],[ 714.4218 1141.2228],[ 706.78973 1145.1309 ],[ 710.1163 1146.8977],[ 707.06604 1152.151  ],[ 712.8843 1168.8102],[ 715.17554 1142.5878 ],[ 720.3823 1142.8025],[ 709.3276 1147.6724],[ 717.8979 1144.451 ],[ 712.8839 1154.125 ],[ 712.1224 1144.308 ],[ 714.7061 1147.2938],[ 714.6264 1142.1321],[ 719.23267 1144.1007 ],[ 719.9916 1154.8949],[ 710.9191 1145.2893],[ 711.69446 1149.9398 ],[ 724.05963 1146.5872 ],[ 714.62665 1147.6578 ],[ 720.24066 1146.5477 ],[ 726.6839 1172.2645],,,,,[ 730.19183 1168.2267 ],[ 725.7195 1157.2256],[ 720.1868 1141.1177],[ 726.1229 1140.6871],,[ 728.0955 1138.6405],[ 714.6134 1132.3505],[ 714.1927 1144.6823],[ 705.7786 1154.7863],[ 707.10767 1159.9231 ],[ 695.61865 1162.     ],,[ 694.7031 1160.3594],[ 697.17834 1161.7261 ],[ 691.3889 1166.3403],[ 687.6536 1157.0813],[ 685.77185 1152.769  ],[ 680.56  1145.208],[ 687.38336 1148.725  ],[ 688.2775 1149.696 ],[ 695.49646 1153.5603 ],[ 694.03925 1160.196  ],,[ 695.98254 1152.8605 ],[ 687.1697 1150.703 ],[ 679.8632 1147.7949],[ 678.2239 1147.2687],[ 674.419  1133.6089],[ 671.0234 1127.4386],[ 676.9944 1122.3743],[ 671.8192 1120.9661],[ 664.78687 1105.011  ],[ 672.6329 1103.4783],[ 680.7054 1092.6517],[ 682.3019 1106.9056],[ 681.15875 1117.8942 ],[ 669.8788 1109.0404],[ 674.82294 1118.1388 ],[ 685.9223 1128.7565],[ 686.5317 1128.2732],[ 687.04144 1128.1191 ],[ 695.17255 1133.8314 ],[ 687.21704 1139.752  ],[ 682.8325 1129.4286],[ 678.7433 1128.5187],[ 684.0264 1128.6455],[ 688.3299 1126.7526],[ 693.68304 1139.2378 ],[ 687.785 1124.17 ],[ 687.9072 1125.0103],[ 707.55   1121.1215],[ 710.24115 1123.8723 ],[ 705.76874 1122.2177 ],[ 708.0071 1117.4609]
26,,,[729.3071 305.95  ],[726.6433  306.96814],[730.2958  305.87323],,[727.7386  302.51633],[729.5705  305.94873],[730.0822  305.91782],[730.09155 311.4155 ],[727.5621  319.29196],[735.6316  308.85715],[729.5664  301.55945],[729.9405  295.54166],[725.3057  302.85352],[727.5723 302.4151],[722.8255  308.94632],[727.9636  328.58182],[731.559   300.60248],[734.747   301.40363],[723.69336 305.96   ],[731.9568  302.49384],[726.2738  310.33334],[727.23975 305.15204],[730.0877  311.33334],[726.32385 315.80115],[729.269   315.87134],[732.4475  323.53592],[722.4438  313.37277],[721.81213 317.3212 ],[732.70966 314.02582],[722.8221  313.48465],[728.8533  312.44565],,[724.4048 309.7143],[724.875   315.31818],[723.2857  309.50858],[720.86597 313.95877],,,[722.42487 309.92227],[719.1093  311.09836],[712.8427  307.35394],[724.03296 305.41208],[727.3023  295.02908],[726.8772  304.93567],[721.0387 301.2129],[731.9396  304.18793],[724.51746 304.89536],[725.4386  307.21054],[724.2692  303.54486],[729.12177 303.30127],[725.70416 307.66864],[727.32916 302.57144],[724.88385 303.85806],[723.8171 304.7439],[730.7037  304.88272],[729.93713 306.15094],[734.66876 297.875  ],[729.2874  294.62875],[737.4783 290.4907],[742.7853 294.4417],[732.93335 288.61667],[735.3293  293.64026],[734.2893  297.45282],[733.43335 294.61334],[727.57666 302.9448 ],[734.2848  299.70255],[729.81396 297.35464],,[730.5951  293.71167],[728.10895 299.31412],[729.24    312.74667],[737.25  294.225],[725.6625  288.88126],[733.37823 299.26282],[732.62427 301.29697],[733.1974 301.0987],[738.3043  299.64597],[730.7844  298.23953],[728.45123 302.2439 ],[733.1553  305.03726],[728.81177 309.74707],[735.0604  312.05368],[738.1923  310.80768],[737.7515  310.85092],[736.4277  308.50943],[735.96796 308.44232],[737.1963  306.06134],[737.533   311.07928],[732.5752 309.5885],[736.8982 302.9042]
27,,,[ 972.29517 1208.5308 ],[ 966.0082 1213.7633],,,,,,,,,,,,,,,,[ 972.70233 1211.8695 ],[ 963.442  1209.3442],,,[ 972.36804 1199.8921 ],,[ 977.34784 1195.9689 ],[ 969.34784 1209.7867 ],,[ 968.0493 1199.2847],,,,,,[ 973.6283 1197.1293],,,,,,,[ 978.63293 1199.2898 ],[ 968.513  1197.5511],[ 973.9696 1198.6997],,[ 963.8365 1212.7158],,,[ 970.93207 1199.9579 ],[ 969.37915 1209.2954 ],[ 976.4713 1196.1782],[ 983.2005 1198.4438],[ 980.1824 1203.2849],[ 980.0901 1199.4496],[ 971.8841 1197.8423],[ 963.38477 1205.4403 ],,,,,,,,,,,,,,,,,,,,,,,,,,,[ 969.83453 1204.84   ],[ 974.22205 1205.4092 ],[ 982.43665 1195.1715 ],[ 975.6436 1207.    ],[ 974.0895 1207.4977],[ 974.1735 1207.4955],[ 974.1653 1208.7059],,[ 979.7526 1198.1797],
28,,,[ 990.85455 1188.7281 ],[ 987.4635 1195.809 ],[ 991.9126 1182.2654],,,,,,,,,,,,,,,,,[1000.5678 1198.4916],,,,,,,,[ 991.323  1202.5093],[1004.17346 1198.9865 ],,,,[ 992.1971 1200.5767],,,[ 986.5432 1197.5404],,,[ 977.3479 1194.9741],[ 988.7266 1202.7302],[ 983.7595 1201.9064],[ 993.50684 1196.0682 ],[ 980.9968 1188.7561],[ 987.71   1194.4963],,[ 987.0631 1197.8682],[ 988.5482 1201.478 ],[ 988.52594 1187.789  ],[ 990.0167 1199.9288],,,,,,,,[ 989.76654 1197.3203 ],[ 981.7789 1196.06  ],[ 990.3297 1192.1985],[ 996.4421 1195.7856],[ 987.6824 1195.6106],[ 990.4558 1196.9116],[ 988.99176 1196.6146 ],[ 989.18317 1193.5923 ],,[ 989.57367 1198.599  ],[ 984.08905 1198.0936 ],,[ 989.0672 1195.8379],[ 985.9283 1198.6558],[ 997.1034 1211.5273],,,,[ 997.3369 1198.4725],,[1004.7978 1193.247 ],[ 996.6488 1195.5007],,,[ 993.25   1194.0039],[ 988.73334 1177.8422 ],,,,,,,,
29,,,,[ 14.5 716.5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
